Date,Description,Deposits,Withdrawls,Balance
18-Sep-2020,Cash,"300,635.50",00.00,"300,639.01"
18-Sep-2020,Commission,00.00,"75,159.75","225,479.26"
18-Sep-2020,Cash,00.00,"56,369.82","169,109.44"
18-Sep-2020,Purchase,02.70,00.00,"169,112.14"
18-Sep-2020,Cheque,"18,239.35",00.00,"187,351.49"
18-Sep-2020,IMPS,00.00,"23,418.94","163,932.55"
18-Sep-2020,NEFT,"229,424.00",00.00,"393,356.55"
18-Sep-2020,Miscellaneous,187.20,00.00,"393,543.75"
18-Sep-2020,NEFT,00.00,"196,771.88","196,771.88"
18-Sep-2020,Debit Card,230.65,00.00,"197,002.53"
18-Sep-2020,IMPS,00.00,"24,625.32","172,377.21"
18-Sep-2020,Cash,00.00,"34,475.44","137,901.77"
18-Sep-2020,RTGS,03.10,00.00,"137,904.87"
19-Sep-2020,Interest,00.00,"17,238.11","120,666.76"
19-Sep-2020,RTGS,00.00,"120,666.76",00.00
19-Sep-2020,Debit Card,222.00,00.00,222.00
19-Sep-2020,Debit Card,648.00,00.00,870.00
19-Sep-2020,Bill,379.00,00.00,"1,249.00"
19-Sep-2020,Transfer,00.00,624.50,624.50
19-Sep-2020,Cheque,00.00,62.45,562.05
19-Sep-2020,Transfer,"116,288.31",00.00,"116,850.36"
19-Sep-2020,IMPS,00.00,"16,692.91","100,157.45"
19-Sep-2020,Bill,00.00,"50,078.73","50,078.72"
19-Sep-2020,Debit Card,00.00,"5,564.30","44,514.42"
19-Sep-2020,Transfer,02.19,00.00,"44,516.61"
19-Sep-2020,Purchase,"2,062.10",00.00,"46,578.71"
19-Sep-2020,Tax,00.00,"11,644.68","34,934.03"
19-Sep-2020,Commission,00.00,"3,881.56","31,052.47"
19-Sep-2020,IMPS,"217,371.06",00.00,"248,423.53"
19-Sep-2020,Cheque,00.00,"49,684.71","198,738.82"
19-Sep-2020,Interest,00.00,"28,391.26","170,347.56"
19-Sep-2020,Tax,39.80,00.00,"170,387.36"
19-Sep-2020,ATM,"20,638.80",00.00,"191,026.16"
19-Sep-2020,Purchase,00.00,"95,513.08","95,513.08"
19-Sep-2020,Transfer,"153,287.62",00.00,"248,800.70"
19-Sep-2020,Reversal,"16,346.00",00.00,"265,146.70"
19-Sep-2020,NEFT,07.00,00.00,"265,153.70"
19-Sep-2020,Transfer,00.00,"88,384.57","176,769.13"
19-Sep-2020,Transfer,"702,728.00",00.00,"879,497.13"
19-Sep-2020,Tax,00.00,"293,165.71","586,331.42"
19-Sep-2020,NEFT,"141,385.50",00.00,"727,716.92"
19-Sep-2020,IMPS,00.00,"72,771.69","654,945.23"
19-Sep-2020,Reversal,00.00,"65,494.52","589,450.71"
19-Sep-2020,Miscellaneous,"13,852.61",00.00,"603,303.32"
19-Sep-2020,Debit Card,00.00,"201,101.11","402,202.21"
19-Sep-2020,Interest,200.34,00.00,"402,402.55"
19-Sep-2020,Miscellaneous,00.00,"402,402.55",00.00
19-Sep-2020,Purchase,"3,792.24",00.00,"3,792.24"
19-Sep-2020,Miscellaneous,418.50,00.00,"4,210.74"
19-Sep-2020,Debit Card,00.00,526.34,"3,684.40"
19-Sep-2020,NEFT,00.00,"1,842.20","1,842.20"
19-Sep-2020,Miscellaneous,"15,529.70",00.00,"17,371.90"
19-Sep-2020,ATM,00.00,"2,171.49","15,200.41"
19-Sep-2020,Miscellaneous,00.00,"2,171.49","13,028.92"
19-Sep-2020,ATM,00.00,"6,514.46","6,514.46"
19-Sep-2020,Interest,472.50,00.00,"6,986.96"
19-Sep-2020,IMPS,02.90,00.00,"6,989.86"
19-Sep-2020,ATM,00.00,776.65,"6,213.21"
19-Sep-2020,Interest,"1,791,839.00",00.00,"1,798,052.21"
19-Sep-2020,Transfer,00.00,"224,756.53","1,573,295.68"
19-Sep-2020,NEFT,"1,111,344.00",00.00,"2,684,639.68"
19-Sep-2020,RTGS,00.00,"335,579.96","2,349,059.72"
19-Sep-2020,Miscellaneous,"1,607,658.00",00.00,"3,956,717.72"
19-Sep-2020,Miscellaneous,04.10,00.00,"3,956,721.82"
19-Sep-2020,Interest,00.00,"791,344.36","3,165,377.46"
19-Sep-2020,Cheque,00.00,"395,672.18","2,769,705.28"
19-Sep-2020,Tax,00.00,"1,384,852.64","1,384,852.64"
19-Sep-2020,Cash,00.00,"230,808.77","1,154,043.87"
19-Sep-2020,Debit Card,00.00,"128,227.10","1,025,816.77"
19-Sep-2020,Bill,00.00,"102,581.68","923,235.09"
19-Sep-2020,ATM,00.00,"115,404.39","807,830.70"
19-Sep-2020,NEFT,"17,201.00",00.00,"825,031.70"
19-Sep-2020,Tax,63.70,00.00,"825,095.40"
19-Sep-2020,Bill,"1,110.78",00.00,"826,206.18"
19-Sep-2020,Debit Card,00.00,"206,551.55","619,654.64"
19-Sep-2020,Miscellaneous,00.00,"154,913.66","464,740.98"
19-Sep-2020,Cheque,00.00,"92,948.20","371,792.78"
19-Sep-2020,Commission,"136,194.50",00.00,"507,987.28"
19-Sep-2020,Purchase,00.10,00.00,"507,987.38"
19-Sep-2020,Miscellaneous,"3,992.80",00.00,"511,980.18"
19-Sep-2020,Miscellaneous,"9,810.90",00.00,"521,791.08"
19-Sep-2020,Reversal,"822,583.25",00.00,"1,344,374.33"
19-Sep-2020,Cheque,07.40,00.00,"1,344,381.73"
19-Sep-2020,Cash,00.00,"672,190.87","672,190.86"
19-Sep-2020,Cash,"4,091.00",00.00,"676,281.86"
19-Sep-2020,Interest,00.00,"225,427.29","450,854.57"
19-Sep-2020,Tax,00.00,"64,407.80","386,446.77"
19-Sep-2020,RTGS,"2,822.05",00.00,"389,268.82"
19-Sep-2020,Bill,"1,715,277.50",00.00,"2,104,546.32"
19-Sep-2020,ATM,00.00,"526,136.58","1,578,409.74"
19-Sep-2020,Reversal,00.00,"197,301.22","1,381,108.52"
20-Sep-2020,Miscellaneous,"32,321.17",00.00,"1,413,429.69"
20-Sep-2020,Miscellaneous,00.00,"141,342.97","1,272,086.72"
20-Sep-2020,IMPS,00.00,"141,342.97","1,130,743.75"
20-Sep-2020,Bill,"38,616.25",00.00,"1,169,360.00"
20-Sep-2020,Bill,00.00,"116,936.00","1,052,424.00"
20-Sep-2020,Reversal,144.10,00.00,"1,052,568.10"
20-Sep-2020,Debit Card,00.00,"131,571.01","920,997.09"
20-Sep-2020,ATM,00.00,"102,333.01","818,664.08"
20-Sep-2020,Miscellaneous,00.00,"409,332.04","409,332.04"
20-Sep-2020,Cash,00.00,"136,444.01","272,888.03"
20-Sep-2020,Commission,"2,529.10",00.00,"275,417.13"
20-Sep-2020,Purchase,00.00,"137,708.57","137,708.56"
20-Sep-2020,Cash,00.00,"22,951.43","114,757.13"
20-Sep-2020,IMPS,00.00,"16,393.88","98,363.25"
20-Sep-2020,Purchase,00.00,"32,787.75","65,575.50"
20-Sep-2020,Reversal,29.00,00.00,"65,604.50"
20-Sep-2020,Cheque,531.70,00.00,"66,136.20"
20-Sep-2020,Cheque,00.00,"8,267.03","57,869.18"
20-Sep-2020,Tax,06.80,00.00,"57,875.98"
20-Sep-2020,Miscellaneous,"2,234.60",00.00,"60,110.58"
20-Sep-2020,Cheque,"29,610.65",00.00,"89,721.23"
20-Sep-2020,Reversal,00.00,"29,907.08","59,814.15"
20-Sep-2020,RTGS,00.00,"6,646.02","53,168.13"
20-Sep-2020,Transfer,11.30,00.00,"53,179.43"
20-Sep-2020,Debit Card,00.00,"5,908.83","47,270.60"
20-Sep-2020,Cash,00.00,"15,756.87","31,513.73"
20-Sep-2020,Purchase,01.70,00.00,"31,515.43"
20-Sep-2020,Bill,00.00,"5,252.57","26,262.86"
20-Sep-2020,Debit Card,00.00,"6,565.72","19,697.14"
20-Sep-2020,Cash,00.00,"4,924.29","14,772.86"
20-Sep-2020,NEFT,00.00,"1,477.29","13,295.57"
20-Sep-2020,Transfer,00.00,"1,661.95","11,633.62"
20-Sep-2020,Cash,00.00,"2,326.72","9,306.90"
20-Sep-2020,Transfer,00.00,"1,034.10","8,272.80"
20-Sep-2020,Cash,04.70,00.00,"8,277.50"
20-Sep-2020,Purchase,"1,133,978.00",00.00,"1,142,255.50"
20-Sep-2020,Cash,285.00,00.00,"1,142,540.50"
20-Sep-2020,NEFT,"1,985,468.00",00.00,"3,128,008.50"
20-Sep-2020,RTGS,"3,659.80",00.00,"3,131,668.30"
20-Sep-2020,IMPS,00.00,"782,917.08","2,348,751.22"
20-Sep-2020,Debit Card,"16,533.00",00.00,"2,365,284.22"
20-Sep-2020,Commission,06.80,00.00,"2,365,291.02"
20-Sep-2020,Cash,00.00,"1,182,645.51","1,182,645.51"
20-Sep-2020,Commission,109.22,00.00,"1,182,754.73"
20-Sep-2020,Commission,"17,534.90",00.00,"1,200,289.63"
21-Sep-2020,Transfer,"27,625.30",00.00,"1,227,914.93"
21-Sep-2020,Miscellaneous,"2,248.40",00.00,"1,230,163.33"
21-Sep-2020,Transfer,00.00,"615,081.67","615,081.66"
21-Sep-2020,Cheque,00.00,"123,016.33","492,065.33"
21-Sep-2020,Miscellaneous,"30,444.20",00.00,"522,509.53"
21-Sep-2020,Cheque,01.00,00.00,"522,510.53"
21-Sep-2020,Cheque,03.81,00.00,"522,514.34"
21-Sep-2020,Tax,"15,151.03",00.00,"537,665.37"
21-Sep-2020,RTGS,00.00,"134,416.34","403,249.03"
21-Sep-2020,Interest,00.00,"44,805.45","358,443.58"
21-Sep-2020,Transfer,42.00,00.00,"358,485.58"
21-Sep-2020,Transfer,02.24,00.00,"358,487.82"
22-Sep-2020,Reversal,00.00,"35,848.78","322,639.04"
23-Sep-2020,Cheque,00.00,"80,659.76","241,979.28"
23-Sep-2020,Miscellaneous,04.00,00.00,"241,983.28"
24-Sep-2020,Purchase,50.50,00.00,"242,033.78"
24-Sep-2020,Bill,435.19,00.00,"242,468.97"
24-Sep-2020,ATM,105.20,00.00,"242,574.17"
24-Sep-2020,Interest,00.00,"30,321.77","212,252.40"
24-Sep-2020,Debit Card,47.30,00.00,"212,299.70"
24-Sep-2020,NEFT,00.00,"21,229.97","191,069.73"
24-Sep-2020,Cash,41.01,00.00,"191,110.74"
24-Sep-2020,Cash,45.00,00.00,"191,155.74"
24-Sep-2020,Cheque,00.00,"63,718.58","127,437.16"
24-Sep-2020,Interest,88.00,00.00,"127,525.16"
24-Sep-2020,Reversal,00.00,"12,752.52","114,772.64"
24-Sep-2020,Commission,00.00,"22,954.53","91,818.11"
24-Sep-2020,Reversal,58.90,00.00,"91,877.01"
24-Sep-2020,Cheque,02.00,00.00,"91,879.01"
24-Sep-2020,Debit Card,"3,501.85",00.00,"95,380.86"
24-Sep-2020,Commission,"1,551,464.00",00.00,"1,646,844.86"
24-Sep-2020,IMPS,00.00,"235,263.55","1,411,581.31"
24-Sep-2020,Cash,"1,074.80",00.00,"1,412,656.11"
24-Sep-2020,Bill,08.00,00.00,"1,412,664.11"
24-Sep-2020,Cheque,05.23,00.00,"1,412,669.34"
25-Sep-2020,Interest,"32,158.10",00.00,"1,444,827.44"
25-Sep-2020,Cash,00.00,"206,403.92","1,238,423.52"
25-Sep-2020,Reversal,624.00,00.00,"1,239,047.52"
25-Sep-2020,RTGS,"2,233.43",00.00,"1,241,280.95"
25-Sep-2020,Purchase,00.00,"248,256.19","993,024.76"
25-Sep-2020,RTGS,00.00,"248,256.19","744,768.57"
25-Sep-2020,RTGS,00.00,"248,256.19","496,512.38"
25-Sep-2020,Tax,00.00,"248,256.19","248,256.19"
25-Sep-2020,Interest,00.00,"124,128.10","124,128.10"
25-Sep-2020,Tax,00.00,"13,792.01","110,336.09"
25-Sep-2020,ATM,"108,504.30",00.00,"218,840.39"
25-Sep-2020,NEFT,00.00,"72,946.80","145,893.59"
25-Sep-2020,NEFT,416.80,00.00,"146,310.39"
25-Sep-2020,Reversal,"3,785.00",00.00,"150,095.39"
25-Sep-2020,Interest,00.00,"15,009.54","135,085.85"
25-Sep-2020,Reversal,00.00,"27,017.17","108,068.68"
26-Sep-2020,Miscellaneous,"192,018.30",00.00,"300,086.98"
26-Sep-2020,Purchase,63.40,00.00,"300,150.38"
26-Sep-2020,Cheque,00.00,"37,518.80","262,631.58"
27-Sep-2020,Cheque,23.40,00.00,"262,654.98"
27-Sep-2020,IMPS,00.00,"37,522.14","225,132.84"
27-Sep-2020,Miscellaneous,00.00,"28,141.61","196,991.24"
27-Sep-2020,Cheque,00.00,"24,623.91","172,367.34"
27-Sep-2020,IMPS,00.00,"17,236.73","155,130.61"
28-Sep-2020,Interest,08.00,00.00,"155,138.61"
28-Sep-2020,Transfer,"876,006.50",00.00,"1,031,145.11"
28-Sep-2020,Interest,00.00,"257,786.28","773,358.83"
28-Sep-2020,ATM,"122,280.00",00.00,"895,638.83"
28-Sep-2020,Bill,00.00,"111,954.85","783,683.98"
28-Sep-2020,NEFT,43.45,00.00,"783,727.43"
28-Sep-2020,ATM,00.00,"261,242.48","522,484.95"
28-Sep-2020,Miscellaneous,46.00,00.00,"522,530.95"
28-Sep-2020,Commission,"153,716.00",00.00,"676,246.95"
28-Sep-2020,Debit Card,00.00,"84,530.87","591,716.08"
28-Sep-2020,Tax,00.00,"84,530.87","507,185.21"
28-Sep-2020,Cheque,00.00,"84,530.87","422,654.34"
28-Sep-2020,Cash,00.00,"84,530.87","338,123.47"
28-Sep-2020,Bill,00.00,"338,123.47",00.00
28-Sep-2020,NEFT,"20,078.00",00.00,"20,078.00"
28-Sep-2020,Interest,"684,641.00",00.00,"704,719.00"
28-Sep-2020,Transfer,00.00,"234,906.33","469,812.67"
28-Sep-2020,Cash,00.00,"52,201.41","417,611.26"
28-Sep-2020,Purchase,00.00,"208,805.63","208,805.63"
28-Sep-2020,Cash,40.90,00.00,"208,846.53"
28-Sep-2020,NEFT,00.00,"104,423.27","104,423.26"
28-Sep-2020,Transfer,00.00,"26,105.82","78,317.44"
28-Sep-2020,Bill,"2,080,189.25",00.00,"2,158,506.69"
28-Sep-2020,Debit Card,00.00,"431,701.34","1,726,805.35"
28-Sep-2020,RTGS,00.00,"863,402.68","863,402.68"
28-Sep-2020,RTGS,394.68,00.00,"863,797.36"
28-Sep-2020,ATM,383.00,00.00,"864,180.36"
28-Sep-2020,NEFT,"623,138.00",00.00,"1,487,318.36"
28-Sep-2020,Miscellaneous,"2,198.70",00.00,"1,489,517.06"
28-Sep-2020,Interest,"9,823.10",00.00,"1,499,340.16"
28-Sep-2020,Interest,00.00,"149,934.02","1,349,406.14"
28-Sep-2020,Interest,04.47,00.00,"1,349,410.61"
28-Sep-2020,Bill,00.00,"224,901.77","1,124,508.84"
28-Sep-2020,NEFT,59.60,00.00,"1,124,568.44"
28-Sep-2020,Transfer,"177,812.80",00.00,"1,302,381.24"
28-Sep-2020,Commission,00.00,"651,190.62","651,190.62"
28-Sep-2020,Cash,285.31,00.00,"651,475.93"
28-Sep-2020,Cash,"220,811.00",00.00,"872,286.93"
28-Sep-2020,Purchase,00.00,"436,143.47","436,143.46"
28-Sep-2020,IMPS,00.00,"48,460.38","387,683.08"
28-Sep-2020,Transfer,07.82,00.00,"387,690.90"
28-Sep-2020,Miscellaneous,58.00,00.00,"387,748.90"
28-Sep-2020,IMPS,"9,204.20",00.00,"396,953.10"
28-Sep-2020,Purchase,06.13,00.00,"396,959.23"
28-Sep-2020,Transfer,00.00,"79,391.85","317,567.38"
28-Sep-2020,Interest,15.00,00.00,"317,582.38"
28-Sep-2020,Cheque,00.00,"39,697.80","277,884.58"
28-Sep-2020,Cheque,00.40,00.00,"277,884.98"
28-Sep-2020,Bill,00.00,"69,471.25","208,413.74"
28-Sep-2020,Miscellaneous,"1,202,794.50",00.00,"1,411,208.24"
28-Sep-2020,Reversal,"50,686.30",00.00,"1,461,894.54"
28-Sep-2020,Debit Card,21.00,00.00,"1,461,915.54"
28-Sep-2020,Debit Card,36.30,00.00,"1,461,951.84"
28-Sep-2020,Interest,"1,968,390.00",00.00,"3,430,341.84"
28-Sep-2020,Bill,00.00,"343,034.18","3,087,307.66"
28-Sep-2020,IMPS,00.00,"441,043.95","2,646,263.71"
28-Sep-2020,Purchase,44.90,00.00,"2,646,308.61"
28-Sep-2020,Reversal,68.00,00.00,"2,646,376.61"
28-Sep-2020,Purchase,"79,275.00",00.00,"2,725,651.61"
28-Sep-2020,Tax,"506,106.00",00.00,"3,231,757.61"
28-Sep-2020,Tax,00.00,"403,969.70","2,827,787.91"
28-Sep-2020,Commission,06.00,00.00,"2,827,793.91"
28-Sep-2020,Interest,"9,815.90",00.00,"2,837,609.81"
28-Sep-2020,Interest,00.00,"2,837,609.81",00.00
28-Sep-2020,Debit Card,"11,892.10",00.00,"11,892.10"
28-Sep-2020,Interest,00.00,"1,982.02","9,910.08"
28-Sep-2020,Bill,47.70,00.00,"9,957.78"
28-Sep-2020,IMPS,33.30,00.00,"9,991.08"
28-Sep-2020,Purchase,00.00,"1,248.89","8,742.20"
28-Sep-2020,RTGS,00.00,"1,457.03","7,285.17"
29-Sep-2020,IMPS,00.00,"1,457.03","5,828.14"
29-Sep-2020,Transfer,00.00,"1,942.71","3,885.43"
29-Sep-2020,Debit Card,00.00,388.54,"3,496.89"
29-Sep-2020,Bill,"242,061.56",00.00,"245,558.45"
29-Sep-2020,Purchase,"237,813.00",00.00,"483,371.45"
29-Sep-2020,Bill,01.00,00.00,"483,372.45"
29-Sep-2020,Cheque,00.00,"48,337.25","435,035.20"
29-Sep-2020,RTGS,"148,889.00",00.00,"583,924.20"
29-Sep-2020,RTGS,"1,118,919.00",00.00,"1,702,843.20"
29-Sep-2020,Cash,"3,757.00",00.00,"1,706,600.20"
29-Sep-2020,NEFT,01.22,00.00,"1,706,601.42"
29-Sep-2020,Miscellaneous,00.00,"189,622.38","1,516,979.04"
29-Sep-2020,Miscellaneous,00.00,"303,395.81","1,213,583.23"
29-Sep-2020,Debit Card,"21,195.50",00.00,"1,234,778.73"
29-Sep-2020,Interest,00.00,"154,347.34","1,080,431.39"
29-Sep-2020,Reversal,00.00,"270,107.85","810,323.54"
29-Sep-2020,Cash,"192,797.66",00.00,"1,003,121.20"
29-Sep-2020,ATM,06.80,00.00,"1,003,128.00"
29-Sep-2020,Reversal,"5,859.40",00.00,"1,008,987.40"
29-Sep-2020,RTGS,04.00,00.00,"1,008,991.40"
29-Sep-2020,Commission,"49,534.03",00.00,"1,058,525.43"
29-Sep-2020,Cheque,00.00,"105,852.54","952,672.89"
29-Sep-2020,NEFT,00.00,"105,852.54","846,820.35"
29-Sep-2020,Miscellaneous,43.00,00.00,"846,863.35"
29-Sep-2020,Commission,00.00,"141,143.89","705,719.46"
29-Sep-2020,Transfer,"144,637.00",00.00,"850,356.46"
29-Sep-2020,Debit Card,00.00,"212,589.12","637,767.34"
29-Sep-2020,Transfer,"5,507.73",00.00,"643,275.07"
29-Sep-2020,IMPS,"695,766.25",00.00,"1,339,041.32"
29-Sep-2020,Purchase,00.00,"334,760.33","1,004,280.99"
29-Sep-2020,Interest,00.00,"334,760.33","669,520.66"
29-Sep-2020,NEFT,00.00,"133,904.13","535,616.53"
29-Sep-2020,Cash,"1,819,833.20",00.00,"2,355,449.73"
29-Sep-2020,Interest,"1,836,083.00",00.00,"4,191,532.73"
29-Sep-2020,Reversal,00.00,"2,095,766.37","2,095,766.36"
29-Sep-2020,Commission,00.00,"349,294.39","1,746,471.97"
29-Sep-2020,Cheque,00.00,"582,157.32","1,164,314.65"
29-Sep-2020,Transfer,"51,656.00",00.00,"1,215,970.65"
29-Sep-2020,Cash,00.00,"121,597.07","1,094,373.58"
29-Sep-2020,Tax,00.00,"121,597.06","972,776.52"
29-Sep-2020,IMPS,00.00,"162,129.42","810,647.10"
29-Sep-2020,Cash,414.62,00.00,"811,061.72"
29-Sep-2020,Commission,00.00,"162,212.34","648,849.38"
29-Sep-2020,NEFT,"105,187.00",00.00,"754,036.38"
29-Sep-2020,Purchase,00.00,"125,672.73","628,363.65"
29-Sep-2020,NEFT,"174,182.50",00.00,"802,546.15"
29-Sep-2020,Interest,"1,239,487.75",00.00,"2,042,033.90"
29-Sep-2020,Cheque,"925,621.50",00.00,"2,967,655.40"
29-Sep-2020,Reversal,"3,957.30",00.00,"2,971,612.70"
29-Sep-2020,RTGS,00.00,"424,516.10","2,547,096.60"
29-Sep-2020,ATM,"1,296.50",00.00,"2,548,393.10"
29-Sep-2020,Transfer,07.24,00.00,"2,548,400.34"
29-Sep-2020,Commission,"332,424.20",00.00,"2,880,824.54"
29-Sep-2020,ATM,"43,989.25",00.00,"2,924,813.79"
29-Sep-2020,RTGS,00.00,"324,979.31","2,599,834.48"
29-Sep-2020,Reversal,00.00,"259,983.45","2,339,851.03"
29-Sep-2020,Bill,00.00,"389,975.17","1,949,875.86"
29-Sep-2020,RTGS,"126,746.62",00.00,"2,076,622.48"
29-Sep-2020,Cash,06.70,00.00,"2,076,629.18"
29-Sep-2020,Transfer,03.10,00.00,"2,076,632.28"
29-Sep-2020,Transfer,"396,910.00",00.00,"2,473,542.28"
29-Sep-2020,ATM,00.00,"618,385.57","1,855,156.71"
30-Sep-2020,Interest,00.00,"309,192.79","1,545,963.92"
30-Sep-2020,Bill,161.40,00.00,"1,546,125.32"
30-Sep-2020,Cash,509.20,00.00,"1,546,634.52"
30-Sep-2020,ATM,"2,289.00",00.00,"1,548,923.52"
30-Sep-2020,Transfer,00.00,"387,230.88","1,161,692.64"
30-Sep-2020,Cash,30.00,00.00,"1,161,722.64"
30-Sep-2020,Bill,02.20,00.00,"1,161,724.84"
30-Sep-2020,Bill,00.00,"387,241.61","774,483.23"
30-Sep-2020,Tax,"1,385.28",00.00,"775,868.51"
30-Sep-2020,Transfer,"26,237.87",00.00,"802,106.38"
30-Sep-2020,NEFT,00.00,"114,586.63","687,519.75"
30-Sep-2020,Miscellaneous,00.00,"137,503.95","550,015.80"
30-Sep-2020,Miscellaneous,00.00,"55,001.58","495,014.22"
30-Sep-2020,Purchase,63.00,00.00,"495,077.22"
30-Sep-2020,Cash,00.00,"123,769.31","371,307.92"
30-Sep-2020,Debit Card,"1,726,476.00",00.00,"2,097,783.92"
30-Sep-2020,Reversal,"184,475.00",00.00,"2,282,258.92"
30-Sep-2020,Debit Card,00.00,"253,584.32","2,028,674.60"
30-Sep-2020,Bill,"914,461.00",00.00,"2,943,135.60"
30-Sep-2020,Reversal,00.00,"294,313.56","2,648,822.04"
30-Sep-2020,IMPS,"3,544.50",00.00,"2,652,366.54"
30-Sep-2020,NEFT,00.00,"2,652,366.54",00.00
30-Sep-2020,ATM,492.00,00.00,492.00
30-Sep-2020,Reversal,332.80,00.00,824.80
30-Sep-2020,Cheque,00.00,274.93,549.87
30-Sep-2020,IMPS,"568,611.50",00.00,"569,161.37"
30-Sep-2020,Miscellaneous,61.00,00.00,"569,222.37"
30-Sep-2020,Tax,00.00,00.00,"569,222.37"
30-Sep-2020,Purchase,00.00,"113,844.47","455,377.90"
30-Sep-2020,IMPS,00.00,00.00,"455,377.90"
30-Sep-2020,NEFT,00.00,"455,377.90",00.00
30-Sep-2020,Transfer,03.00,00.00,03.00
30-Sep-2020,NEFT,05.00,00.00,08.00
30-Sep-2020,Debit Card,00.00,00.80,07.20
30-Sep-2020,Debit Card,00.00,00.72,06.48
30-Sep-2020,NEFT,"9,468.00",00.00,"9,474.48"
30-Sep-2020,NEFT,00.00,"1,894.90","7,579.58"
30-Sep-2020,Transfer,"2,038.70",00.00,"9,618.28"
30-Sep-2020,Transfer,00.00,"9,618.28",00.00
30-Sep-2020,Transfer,54.34,00.00,54.34
30-Sep-2020,Interest,00.10,00.00,54.44
30-Sep-2020,NEFT,794.00,00.00,848.44
30-Sep-2020,ATM,00.00,141.41,707.03
01-Oct-2020,Bill,04.31,00.00,711.34
01-Oct-2020,Cash,"105,963.59",00.00,"106,674.93"
01-Oct-2020,Tax,22.00,00.00,"106,696.93"
01-Oct-2020,ATM,00.00,"21,339.39","85,357.54"
01-Oct-2020,Bill,00.00,"21,339.39","64,018.16"
01-Oct-2020,Transfer,"3,619.97",00.00,"67,638.13"
01-Oct-2020,Commission,00.00,"13,527.63","54,110.50"
01-Oct-2020,Purchase,00.00,"6,012.28","48,098.22"
01-Oct-2020,ATM,157.00,00.00,"48,255.22"
01-Oct-2020,Miscellaneous,"2,356.60",00.00,"50,611.82"
01-Oct-2020,Miscellaneous,05.26,00.00,"50,617.08"
01-Oct-2020,Commission,00.00,"12,654.27","37,962.81"
01-Oct-2020,Commission,01.20,00.00,"37,964.01"
01-Oct-2020,Commission,"30,588.00",00.00,"68,552.01"
01-Oct-2020,Cheque,03.30,00.00,"68,555.31"
01-Oct-2020,Bill,00.00,"11,425.89","57,129.42"
01-Oct-2020,Purchase,24.44,00.00,"57,153.86"
01-Oct-2020,RTGS,987.00,00.00,"58,140.86"
01-Oct-2020,Commission,408.70,00.00,"58,549.56"
01-Oct-2020,Reversal,00.00,"7,318.70","51,230.86"
02-Oct-2020,Commission,02.00,00.00,"51,232.86"
02-Oct-2020,Debit Card,55.50,00.00,"51,288.36"
02-Oct-2020,Bill,00.00,"25,644.18","25,644.18"
02-Oct-2020,IMPS,00.00,"8,548.06","17,096.12"
02-Oct-2020,Purchase,00.00,"17,096.12",00.00
02-Oct-2020,RTGS,"255,621.80",00.00,"255,621.80"
02-Oct-2020,RTGS,"1,518.90",00.00,"257,140.70"
02-Oct-2020,Transfer,00.00,"25,714.07","231,426.63"
02-Oct-2020,Cheque,451.00,00.00,"231,877.63"
02-Oct-2020,NEFT,00.00,"33,125.38","198,752.25"
02-Oct-2020,ATM,00.00,"24,844.03","173,908.22"
02-Oct-2020,Commission,510.00,00.00,"174,418.22"
02-Oct-2020,NEFT,"3,588.72",00.00,"178,006.94"
02-Oct-2020,Reversal,00.00,"25,429.56","152,577.38"
02-Oct-2020,ATM,00.00,"50,859.13","101,718.25"
02-Oct-2020,Reversal,416.00,00.00,"102,134.25"
02-Oct-2020,Cash,00.00,"11,348.25","90,786.00"
02-Oct-2020,Interest,07.00,00.00,"90,793.00"
02-Oct-2020,Reversal,00.00,"10,088.11","80,704.89"
02-Oct-2020,ATM,00.00,"80,704.89",00.00
02-Oct-2020,Debit Card,"2,585.80",00.00,"2,585.80"
03-Oct-2020,Reversal,12.60,00.00,"2,598.40"
03-Oct-2020,Reversal,"1,974.50",00.00,"4,572.90"
03-Oct-2020,IMPS,00.50,00.00,"4,573.40"
03-Oct-2020,Tax,"844,594.00",00.00,"849,167.40"
03-Oct-2020,IMPS,"20,560.00",00.00,"869,727.40"
03-Oct-2020,Reversal,"239,571.50",00.00,"1,109,298.90"
03-Oct-2020,NEFT,00.00,"1,109,298.90",00.00
03-Oct-2020,Interest,23.40,00.00,23.40
03-Oct-2020,Commission,00.00,23.40,00.00
03-Oct-2020,ATM,"15,785.00",00.00,"15,785.00"
03-Oct-2020,Tax,07.10,00.00,"15,792.10"
03-Oct-2020,ATM,00.00,"7,896.05","7,896.05"
03-Oct-2020,Transfer,00.00,987.01,"6,909.04"
03-Oct-2020,Reversal,"16,769.60",00.00,"23,678.64"
03-Oct-2020,Commission,37.00,00.00,"23,715.64"
03-Oct-2020,Reversal,00.00,"5,928.91","17,786.73"
03-Oct-2020,NEFT,00.00,"1,976.30","15,810.43"
03-Oct-2020,RTGS,"1,750,564.50",00.00,"1,766,374.93"
03-Oct-2020,IMPS,337.30,00.00,"1,766,712.23"
03-Oct-2020,RTGS,26.60,00.00,"1,766,738.83"
03-Oct-2020,Cheque,00.00,"294,456.47","1,472,282.36"
03-Oct-2020,Purchase,00.00,"490,760.79","981,521.57"
03-Oct-2020,Interest,"3,036.40",00.00,"984,557.97"
03-Oct-2020,Tax,"6,373.10",00.00,"990,931.07"
03-Oct-2020,NEFT,02.20,00.00,"990,933.27"
